seal,d_date,lat,lon,trip_id,trip_number,sst,salinity,current_u,current_v,depth,nearby_seal_count,nearest_seal_distance_km,mean_nearby_distance_km,same_sex_nearby_count,opposite_sex_nearby_count,nearby_male_count,nearby_female_count,social_density_score,sex_code,body_mass,total_length
B18,2010-07-01 14:05:16+00:00,48.39456,-4.89586,2010-13_B18_T0001,1,15.2055,34.8811,0.0397,-0.0501,4.0,7,3.4924,6.2489,0,7,7,0,1.3839,0.0,137,182
B18,2010-07-01 14:45:00+00:00,48.38706,-4.89463,2010-13_B18_T0001,1,15.2055,34.8811,0.0397,-0.0501,1.0,5,2.9035,2.9946,0,5,5,0,1.6725,0.0,137,182
B18,2010-07-01 15:45:48+00:00,48.38705,-4.89172,2010-13_B18_T0001,1,15.2055,34.8811,0.0397,-0.0501,1.0,2,2.7284,2.7301,0,2,2,0,0.7326,0.0,137,182
B18,2010-07-01 15:59:32+00:00,48.38703,-4.89316,2010-13_B18_T0001,1,15.2055,34.8811,0.0397,-0.0501,1.0,2,2.8146,2.8165,0,2,2,0,0.7101,0.0,137,182
B18,2010-07-01 16:12:04+00:00,48.38744,-4.89164,2010-13_B18_T0001,1,15.2055,34.8811,0.0397,-0.0501,2.0,2,2.7249,2.7385,0,2,2,0,0.7303,0.0,137,182
B18,2010-07-01 16:26:52+00:00,48.38712,-4.89143,2010-13_B18_T0001,1,15.2055,34.8811,0.0397,-0.0501,2.0,2,2.6917,2.7052,0,2,2,0,0.7393,0.0,137,182
B18,2010-07-01 16:40:56+00:00,48.38717,-4.89173,2010-13_B18_T0001,1,15.2055,34.8811,0.0397,-0.0501,1.0,2,2.7043,2.7087,0,2,2,0,0.7384,0.0,137,182
B18,2010-07-01 16:50:56+00:00,48.38662,-4.8917,2010-13_B18_T0001,1,15.2055,34.8811,0.0397,-0.0501,1.0,2,2.6682,2.6725,0,2,2,0,0.7484,0.0,137,182
B18,2010-07-01 17:08:40+00:00,48.38633,-4.89109,2010-13_B18_T0001,1,15.2055,34.8811,0.0397,-0.0501,2.0,3,2.5957,2.61,0,3,3,0,1.1495,0.0,137,182
B18,2010-07-01 17:22:16+00:00,48.38707,-4.89121,2010-13_B18_T0001,1,15.2055,34.8811,0.0397,-0.0501,2.0,3,2.6498,2.6638,0,3,3,0,1.1262,0.0,137,182
B18,2010-07-01 17:34:08+00:00,48.38677,-4.89072,2010-13_B18_T0001,1,15.2055,34.8811,0.0397,-0.0501,2.0,3,2.601,2.615,0,3,3,0,1.1472,0.0,137,182
B18,2010-07-01 17:46:32+00:00,48.38653,-4.89176,2010-13_B18_T0001,1,15.2055,34.8811,0.0397,-0.0501,1.0,4,2.646,2.6591,0,4,4,0,1.5043,0.0,137,182
B18,2010-07-01 17:59:24+00:00,48.38627,-4.8917,2010-13_B18_T0001,1,15.2055,34.8811,0.0397,-0.0501,1.0,5,2.6264,2.6445,0,5,5,0,1.8907,0.0,137,182
B18,2010-07-01 18:12:40+00:00,48.38657,-4.89158,2010-13_B18_T0001,1,15.2055,34.8811,0.0397,-0.0501,2.0,5,2.6293,2.6483,0,5,5,0,1.8881,0.0,137,182
B18,2010-07-01 18:25:14+00:00,48.38651,-4.89171,2010-13_B18_T0001,1,15.2055,34.8811,0.0397,-0.0501,1.0,6,2.6221,2.6474,0,6,6,0,2.2665,0.0,137,182
B18,2010-07-01 18:38:32+00:00,48.38651,-4.89184,2010-13_B18_T0001,1,15.2055,34.8811,0.0397,-0.0501,1.0,6,2.63,2.6493,0,6,6,0,2.2649,0.0,137,182
B18,2010-07-01 18:51:12+00:00,48.3865,-4.89171,2010-13_B18_T0001,1,15.2055,34.8811,0.0397,-0.0501,1.0,6,2.6216,2.6409,0,6,6,0,2.2721,0.0,137,182
B18,2010-07-01 19:01:16+00:00,48.38653,-4.89169,2010-13_B18_T0001,1,15.2055,34.8811,0.0397,-0.0501,1.0,7,2.6223,2.7388,0,7,7,0,2.5725,0.0,137,182
B18,2010-07-01 19:15:24+00:00,48.38696,-4.89303,2010-13_B18_T0001,1,15.2055,34.8811,0.0397,-0.0501,1.0,6,2.7309,2.8633,0,6,6,0,2.11,0.0,137,182
B18,2010-07-01 19:26:56+00:00,48.3869,-4.89295,2010-13_B18_T0001,1,15.2055,34.8811,0.0397,-0.0501,1.0,7,2.7224,3.0356,0,7,7,0,2.359,0.0,137,182
B18,2010-07-01 19:39:12+00:00,48.38669,-4.89268,2010-13_B18_T0001,1,15.2055,34.8811,0.0397,-0.0501,1.0,8,2.6927,3.2193,0,8,8,0,2.5954,0.0,137,182
B18,2010-07-01 19:51:40+00:00,48.38695,-4.89313,2010-13_B18_T0001,1,15.2055,34.8811,0.0397,-0.0501,1.0,7,2.7365,3.3348,0,7,7,0,2.1953,0.0,137,182
B18,2010-07-01 20:03:28+00:00,48.38695,-4.89313,2010-13_B18_T0001,1,15.2055,34.8811,0.0397,-0.0501,1.0,6,2.7365,3.4248,0,6,6,0,1.8375,0.0,137,182
B18,2010-07-01 20:15:00+00:00,48.38693,-4.89315,2010-13_B18_T0001,1,15.2055,34.8811,0.0397,-0.0501,1.0,6,2.7364,3.9742,0,6,6,0,1.639,0.0,137,182
B18,2010-07-01 20:27:32+00:00,48.38683,-4.89305,2010-13_B18_T0001,1,15.2055,34.8811,0.0397,-0.0501,1.0,6,2.7279,4.5406,0,6,6,0,1.4391,0.0,137,182
B18,2010-07-01 20:37:32+00:00,48.38675,-4.89303,2010-13_B18_T0001,1,15.2055,34.8811,0.0397,-0.0501,1.0,6,3.4215,5.0817,0,6,6,0,1.2404,0.0,137,182
B18,2010-07-01 20:50:24+00:00,48.38582,-4.89146,2010-13_B18_T0001,1,15.2055,34.8811,0.0397,-0.0501,2.0,7,3.2717,5.0771,0,7,7,0,1.4502,0.0,137,182
B18,2010-07-01 21:31:56+00:00,48.36775,-4.88495,2010-13_B18_T0001,1,15.6615,34.9361,0.0433,-0.0378,2.0,5,5.1278,5.3729,0,5,5,0,0.9334,0.0,137,182
B18,2010-07-01 22:15:40+00:00,48.3598,-4.88985,2010-13_B18_T0001,1,15.6615,34.9361,0.0433,-0.0378,8.0,6,5.6754,6.29,0,6,6,0,0.962,0.0,137,182
B18,2010-07-01 23:00:28+00:00,48.36155,-4.88271,2010-13_B18_T0001,1,15.6615,34.9361,0.0433,-0.0378,3.0,4,5.8374,6.383,0,4,4,0,0.6284,0.0,137,182
B18,2010-07-01 23:17:20+00:00,48.36213,-4.88667,2010-13_B18_T0001,1,15.6615,34.9361,0.0433,-0.0378,5.0,4,6.6983,7.0189,0,4,4,0,0.5708,0.0,137,182
B18,2010-07-01 23:28:52+00:00,48.36589,-4.88634,2010-13_B18_T0001,1,15.6615,34.9361,0.0433,-0.0378,4.0,5,6.7093,7.2228,0,5,5,0,0.6943,0.0,137,182
B18,2010-07-01 23:52:32+00:00,48.36439,-4.87799,2010-13_B18_T0001,1,15.6615,34.9361,0.0433,-0.0378,1.0,5,6.3702,6.7628,0,5,5,0,0.741,0.0,137,182
B18,2010-07-02 00:02:32+00:00,48.36661,-4.8763,2010-13_B18_T0001,1,15.1879,34.9361,0.0433,-0.0378,1.0,5,6.336,6.8305,0,5,5,0,0.7333,0.0,137,182
B18,2010-07-02 00:14:24+00:00,48.36957,-4.87492,2010-13_B18_T0001,1,15.225,34.9239,0.0482,-0.0507,2.0,5,6.3678,6.9119,0,5,5,0,0.7249,0.0,137,182
B18,2010-07-02 00:26:40+00:00,48.3736,-4.87398,2010-13_B18_T0001,1,15.225,34.9239,0.0482,-0.0507,2.0,4,6.9635,7.2548,0,4,4,0,0.5517,0.0,137,182
B18,2010-07-02 00:50:00+00:00,48.37523,-4.86287,2010-13_B18_T0001,1,14.2816,34.8582,0.0555,-0.0507,5.0,5,5.9855,6.5939,0,5,5,0,0.7605,0.0,137,182
B18,2010-07-02 01:40:04+00:00,48.36538,-4.85764,2010-13_B18_T0001,1,15.225,34.9239,0.0482,-0.0507,4.0,5,4.6054,5.1828,0,5,5,0,0.9703,0.0,137,182
B18,2010-07-02 01:54:40+00:00,48.3654,-4.86395,2010-13_B18_T0001,1,15.225,34.9239,0.0482,-0.0507,3.0,4,5.0309,5.4479,0,4,4,0,0.7363,0.0,137,182
B18,2010-07-02 02:18:24+00:00,48.3646,-4.86484,2010-13_B18_T0001,1,15.225,34.9239,0.0482,-0.0507,3.0,5,3.5498,4.6836,0,5,5,0,1.1038,0.0,137,182
B18,2010-07-02 02:52:12+00:00,48.36276,-4.86405,2010-13_B18_T0001,1,15.225,34.9239,0.0482,-0.0507,3.0,5,2.3954,3.9759,0,5,5,0,1.3627,0.0,137,182
B18,2010-07-02 03:02:12+00:00,48.36129,-4.86077,2010-13_B18_T0001,1,15.225,34.9239,0.0482,-0.0507,4.0,5,2.1181,3.7012,0,5,5,0,1.484,0.0,137,182
B18,2010-07-02 03:12:32+00:00,48.36041,-4.85921,2010-13_B18_T0001,1,15.225,34.9239,0.0482,-0.0507,4.0,4,1.9833,3.2342,0,4,4,0,1.3478,0.0,137,182
B18,2010-07-02 03:22:32+00:00,48.36083,-4.86002,2010-13_B18_T0001,1,15.225,34.9239,0.0482,-0.0507,4.0,4,2.052,3.3013,0,4,4,0,1.3153,0.0,137,182
B18,2010-07-02 03:32:32+00:00,48.36241,-4.86102,2010-13_B18_T0001,1,15.225,34.9239,0.0482,-0.0507,4.0,3,2.1701,2.9789,0,3,3,0,1.0531,0.0,137,182
B18,2010-07-02 03:55:20+00:00,48.36203,-4.86208,2010-13_B18_T0001,1,15.225,34.9239,0.0482,-0.0507,4.0,3,2.233,3.0476,0,3,3,0,1.0278,0.0,137,182
B18,2010-07-02 04:05:20+00:00,48.36277,-4.86202,2010-13_B18_T0001,1,15.225,34.9239,0.0482,-0.0507,2.0,2,2.2526,2.7815,0,2,2,0,0.746,0.0,137,182
B18,2010-07-02 04:17:08+00:00,48.367,-4.86185,2010-13_B18_T0001,1,15.225,34.9239,0.0482,-0.0507,-4.0,2,1.8631,2.1451,0,2,2,0,0.9487,0.0,137,182
B18,2010-07-02 04:27:16+00:00,48.37015,-4.86014,2010-13_B18_T0001,1,15.225,34.9239,0.0482,-0.0507,-4.0,2,1.9991,2.255,0,2,2,0,0.8985,0.0,137,182
B18,2010-07-02 04:37:32+00:00,48.37236,-4.86164,2010-13_B18_T0001,1,15.225,34.9239,0.0482,-0.0507,2.0,2,2.2551,2.5026,0,2,2,0,0.8071,0.0,137,182
B18,2010-07-02 07:34:00+00:00,48.37306,-4.86211,2010-13_B18_T0001,1,15.225,34.9239,0.0482,-0.0507,2.0,4,1.7862,1.861,0,4,4,0,2.1541,0.0,137,182
B18,2010-07-02 08:09:36+00:00,48.37314,-4.86227,2010-13_B18_T0001,1,15.225,34.9239,0.0482,-0.0507,2.0,4,1.7967,1.8072,0,4,4,0,2.2134,0.0,137,182
B18,2010-07-02 09:58:00+00:00,48.3731,-4.86256,2010-13_B18_T0001,1,15.225,34.9239,0.0482,-0.0507,4.0,6,1.7919,1.81,0,6,6,0,3.3154,0.0,137,182
B18,2010-07-02 10:18:32+00:00,48.37329,-4.86245,2010-13_B18_T0001,1,15.225,34.9239,0.0482,-0.0507,2.0,7,1.732,1.8067,0,7,7,0,3.8763,0.0,137,182
B18,2010-07-02 10:29:16+00:00,48.37307,-4.86257,2010-13_B18_T0001,1,15.225,34.9239,0.0482,-0.0507,4.0,8,1.7156,1.7821,0,8,8,0,4.4916,0.0,137,182
B18,2010-07-02 10:40:28+00:00,48.3731,-4.86306,2010-13_B18_T0001,1,15.225,34.9239,0.0482,-0.0507,4.0,8,1.7379,1.7984,0,8,8,0,4.451,0.0,137,182
B18,2010-07-02 10:52:00+00:00,48.37297,-4.86283,2010-13_B18_T0001,1,15.225,34.9239,0.0482,-0.0507,4.0,10,1.7166,2.5984,0,10,10,0,5.1698,0.0,137,182
B18,2010-07-02 11:03:36+00:00,48.37308,-4.86268,2010-13_B18_T0001,1,15.225,34.9239,0.0482,-0.0507,4.0,11,1.721,3.245,0,11,11,0,5.2602,0.0,137,182
B18,2010-07-02 11:16:00+00:00,48.37299,-4.86235,2010-13_B18_T0001,1,15.225,34.9239,0.0482,-0.0507,2.0,12,1.6995,3.7699,0,12,12,0,5.4434,0.0,137,182
B18,2010-07-02 11:27:24+00:00,48.37303,-4.86224,2010-13_B18_T0001,1,15.225,34.9239,0.0482,-0.0507,2.0,12,1.6992,4.4099,0,12,12,0,4.9861,0.0,137,182
B18,2010-07-02 11:37:32+00:00,48.37322,-4.86283,2010-13_B18_T0001,1,15.225,34.9239,0.0482,-0.0507,4.0,13,1.7398,4.8374,0,13,13,0,4.9864,0.0,137,182
B18,2010-07-02 11:47:32+00:00,48.37339,-4.86178,2010-13_B18_T0001,1,15.225,34.9239,0.0482,-0.0507,2.0,13,1.7164,5.409,0,13,13,0,4.6051,0.0,137,182
B18,2010-07-02 12:10:08+00:00,48.37216,-4.86374,2010-13_B18_T0001,1,15.225,34.9132,0.0049,-0.0678,4.0,14,1.6804,5.6255,0,14,14,0,4.7793,0.0,137,182
B18,2010-07-02 12:25:36+00:00,48.3708,-4.8643,2010-13_B18_T0001,1,15.225,34.9132,0.0049,-0.0678,3.0,12,1.5915,5.526,0,12,12,0,4.2883,0.0,137,182
B18,2010-07-02 13:13:32+00:00,48.37096,-4.86474,2010-13_B18_T0001,1,15.225,34.9132,0.0049,-0.0678,4.0,16,0.8687,5.5837,0,16,16,0,6.8255,0.0,137,182
B18,2010-07-02 13:47:12+00:00,48.37081,-4.86429,2010-13_B18_T0001,1,15.225,34.9132,0.0049,-0.0678,3.0,15,0.8321,4.9364,0,15,15,0,6.994,0.0,137,182
B18,2010-07-02 13:58:04+00:00,48.37052,-4.86283,2010-13_B18_T0001,1,15.225,34.9132,0.0049,-0.0678,3.0,15,0.7276,4.6857,0,15,15,0,8.1727,0.0,137,182
B18,2010-07-02 14:10:44+00:00,48.37053,-4.86419,2010-13_B18_T0001,1,15.225,34.9132,0.0049,-0.0678,3.0,16,0.8076,4.4776,0,16,16,0,8.4731,0.0,137,182
B18,2010-07-02 14:22:40+00:00,48.37058,-4.86405,2010-13_B18_T0001,1,15.225,34.9132,0.0049,-0.0678,3.0,15,0.8025,4.375,0,15,15,0,7.9869,0.0,137,182
B18,2010-07-02 14:34:04+00:00,48.37062,-4.86428,2010-13_B18_T0001,1,15.225,34.9132,0.0049,-0.0678,3.0,16,0.7976,4.2993,0,16,16,0,8.6496,0.0,137,182
B18,2010-07-02 14:46:24+00:00,48.37051,-4.86386,2010-13_B18_T0001,1,15.225,34.9132,0.0049,-0.0678,3.0,16,0.7656,4.0085,0,16,16,0,9.1757,0.0,137,182
B18,2010-07-02 14:59:36+00:00,48.37077,-4.86211,2010-13_B18_T0001,1,15.225,34.9132,0.0049,-0.0678,-4.0,14,0.6898,3.9412,0,14,14,0,8.4016,0.0,137,182
B18,2010-07-02 15:11:28+00:00,48.37051,-4.86412,2010-13_B18_T0001,1,15.225,34.9132,0.0049,-0.0678,3.0,14,0.7808,3.4647,0,14,14,0,8.6967,0.0,137,182
B18,2010-07-02 15:21:28+00:00,48.37056,-4.86405,2010-13_B18_T0001,1,15.225,34.9132,0.0049,-0.0678,3.0,14,0.78,2.9932,0,14,14,0,9.7959,0.0,137,182
B18,2010-07-02 15:33:48+00:00,48.37256,-4.86264,2010-13_B18_T0001,1,15.225,34.9132,0.0049,-0.0678,4.0,14,0.8684,2.5593,0,14,14,0,9.8171,0.0,137,182
B18,2010-07-02 15:44:24+00:00,48.37267,-4.86243,2010-13_B18_T0001,1,15.225,34.9132,0.0049,-0.0678,2.0,14,0.8695,2.5578,0,14,14,0,9.8214,0.0,137,182
B18,2010-07-02 15:54:24+00:00,48.37267,-4.86232,2010-13_B18_T0001,1,15.225,34.9132,0.0049,-0.0678,2.0,13,0.8649,2.2661,0,13,13,0,9.7086,0.0,137,182
B18,2010-07-02 16:04:44+00:00,48.37271,-4.86228,2010-13_B18_T0001,1,15.225,34.9132,0.0049,-0.0678,2.0,11,0.8671,2.0782,0,11,11,0,8.4994,0.0,137,182
B18,2010-07-02 16:16:32+00:00,48.37285,-4.86247,2010-13_B18_T0001,1,15.225,34.9132,0.0049,-0.0678,2.0,9,0.8876,1.8988,0,9,9,0,7.0684,0.0,137,182
B18,2010-07-02 16:26:48+00:00,48.37263,-4.8622,2010-13_B18_T0001,1,15.225,34.9132,0.0049,-0.0678,2.0,8,0.8564,1.5913,0,8,8,0,7.0411,0.0,137,182
B18,2010-07-02 16:36:48+00:00,48.37282,-4.86247,2010-13_B18_T0001,1,15.225,34.9132,0.0049,-0.0678,2.0,6,0.9082,1.3968,0,6,6,0,5.4384,0.0,137,182
B18,2010-07-02 17:30:32+00:00,48.37303,-4.8629,2010-13_B18_T0001,1,15.225,34.9132,0.0049,-0.0678,4.0,5,1.2865,2.2276,0,5,5,0,2.6031,0.0,137,182
B18,2010-07-02 19:46:28+00:00,48.37304,-4.86256,2010-13_B18_T0001,1,15.225,34.9132,0.0049,-0.0678,4.0,15,1.9418,3.1485,0,15,15,0,4.888,0.0,137,182
B18,2010-07-02 19:57:12+00:00,48.37327,-4.86249,2010-13_B18_T0001,1,15.225,34.9132,0.0049,-0.0678,2.0,15,1.958,3.1429,0,15,15,0,4.8949,0.0,137,182
B18,2010-07-02 20:09:00+00:00,48.37321,-4.86261,2010-13_B18_T0001,1,15.225,34.9132,0.0049,-0.0678,4.0,17,1.9588,3.1195,0,17,17,0,5.6017,0.0,137,182
B18,2010-07-02 20:30:40+00:00,48.37299,-4.86267,2010-13_B18_T0001,1,15.225,34.9132,0.0049,-0.0678,4.0,19,1.3569,3.0949,0,19,19,0,6.5589,0.0,137,182
B18,2010-07-02 20:48:32+00:00,48.37306,-4.86213,2010-13_B18_T0001,1,15.225,34.9132,0.0049,-0.0678,2.0,19,1.3975,3.146,0,19,19,0,6.4345,0.0,137,182
B18,2010-07-02 21:09:24+00:00,48.36902,-4.86437,2010-13_B18_T0001,1,15.225,34.9132,0.0049,-0.0678,3.0,18,1.0033,2.9264,0,18,18,0,7.5291,0.0,137,182
B18,2010-07-02 21:32:04+00:00,48.35908,-4.86927,2010-13_B18_T0001,1,15.225,34.9132,0.0049,-0.0678,7.0,17,1.4119,3.4491,0,17,17,0,5.8351,0.0,137,182
B18,2010-07-02 21:43:20+00:00,48.35087,-4.87364,2010-13_B18_T0001,1,15.225,34.9132,0.0049,-0.0678,10.0,17,2.1988,4.1331,0,17,17,0,4.5373,0.0,137,182
B18,2010-07-02 21:53:28+00:00,48.34611,-4.87711,2010-13_B18_T0001,1,15.1879,34.933,0.0061,-0.0598,9.0,16,2.7068,4.5896,0,16,16,0,3.7724,0.0,137,182
B18,2010-07-02 22:07:08+00:00,48.34117,-4.88288,2010-13_B18_T0001,1,15.1879,34.933,0.0061,-0.0598,6.0,15,3.2774,5.2456,0,15,15,0,3.0591,0.0,137,182
B18,2010-07-02 22:21:08+00:00,48.33752,-4.88531,2010-13_B18_T0001,1,15.1879,34.933,0.0061,-0.0598,8.0,16,3.7036,5.43,0,16,16,0,3.1183,0.0,137,182
B18,2010-07-02 22:31:44+00:00,48.33487,-4.88486,2010-13_B18_T0001,1,15.1879,34.933,0.0061,-0.0598,7.0,16,3.9828,5.4767,0,16,16,0,3.0533,0.0,137,182
B18,2010-07-02 23:10:52+00:00,48.32812,-4.89305,2010-13_B18_T0001,1,15.1879,34.933,0.0061,-0.0598,8.0,15,4.9042,5.841,0,15,15,0,2.6392,0.0,137,182
B18,2010-07-03 00:16:24+00:00,48.32632,-4.8903,2010-13_B18_T0001,1,15.5666,34.933,0.0061,-0.0598,8.0,10,4.9489,5.1052,0,10,10,0,1.9609,0.0,137,182
B18,2010-07-03 00:26:28+00:00,48.3239,-4.88779,2010-13_B18_T0001,1,15.5666,34.933,0.0061,-0.0598,7.0,9,4.964,5.1715,0,9,9,0,1.7412,0.0,137,182
B18,2010-07-03 00:50:20+00:00,48.32985,-4.88768,2010-13_B18_T0001,1,15.5666,34.933,0.0061,-0.0598,9.0,5,4.5242,4.6161,0,5,5,0,1.0834,0.0,137,182
B18,2010-07-03 02:20:00+00:00,48.34317,-4.88093,2010-13_B18_T0001,1,15.5666,34.933,0.0061,-0.0598,6.0,1,3.1183,3.1183,0,1,1,0,0.3207,0.0,137,182
B18,2010-07-03 03:09:00+00:00,48.34676,-4.87618,2010-13_B18_T0001,1,15.5666,34.933,0.0061,-0.0598,9.0,3,2.6023,2.6537,0,3,3,0,1.1307,0.0,137,182
B18,2010-07-03 03:42:48+00:00,48.34863,-4.86813,2010-13_B18_T0001,1,15.6339,34.9132,0.0049,-0.0678,4.0,7,2.164,2.6984,0,7,7,0,2.7414,0.0,137,182
B19,2010-06-21 21:13:16+00:00,48.39445,-4.895,2010-13_B19_T0001,1,13.6833,34.8796,0.0153,0.0159,2.0,13,0.8043,5.7451,8,5,8,5,4.5822,1.0,211,200
B19,2010-06-21 23:35:16+00:00,48.39525,-4.89507,2010-13_B19_T0001,1,13.6833,34.8796,0.0153,0.0159,2.0,13,2.9127,5.2833,4,9,4,9,2.8631,1.0,211,200
B19,2010-06-21 23:45:16+00:00,48.39519,-4.89531,2010-13_B19_T0001,1,13.6833,34.8796,0.0153,0.0159,2.0,14,3.2904,5.6286,5,9,5,9,2.8574,1.0,211,200
B19,2010-06-21 23:59:28+00:00,48.39479,-4.89544,2010-13_B19_T0001,1,13.6833,34.8796,0.0153,0.0159,2.0,14,3.4974,6.0932,6,8,6,8,2.5935,1.0,211,200
B19,2010-06-22 00:15:12+00:00,48.3951,-4.89547,2010-13_B19_T0001,1,13.7773,34.8796,0.0153,0.0159,2.0,16,3.7579,6.5615,8,8,8,8,2.7018,1.0,211,200
B19,2010-06-22 00:32:08+00:00,48.39532,-4.89535,2010-13_B19_T0001,1,13.7773,34.8796,0.0153,0.0159,2.0,15,4.3682,6.9393,8,7,8,7,2.3385,1.0,211,200
B19,2010-06-22 00:49:12+00:00,48.39537,-4.89531,2010-13_B19_T0001,1,13.7773,34.8796,0.0153,0.0159,2.0,17,4.3731,7.1667,10,7,10,7,2.563,1.0,211,200
B19,2010-06-22 01:14:20+00:00,48.39503,-4.89527,2010-13_B19_T0001,1,13.7773,34.8796,0.0153,0.0159,2.0,18,4.4315,7.307,10,8,10,8,2.6252,1.0,211,200
B19,2010-06-22 01:24:20+00:00,48.39472,-4.89527,2010-13_B19_T0001,1,13.7773,34.8796,0.0153,0.0159,2.0,19,4.3969,7.5207,11,8,11,8,2.6603,1.0,211,200
B19,2010-06-22 01:49:12+00:00,48.39506,-4.89434,2010-13_B19_T0001,1,13.7773,34.8796,0.0153,0.0159,2.0,18,5.2405,7.9907,12,6,12,6,2.3114,1.0,211,200
B19,2010-06-22 02:56:48+00:00,48.39484,-4.89565,2010-13_B19_T0001,1,13.7773,34.8796,0.0153,0.0159,2.0,14,5.9975,8.0503,10,4,10,4,1.77,1.0,211,200
B19,2010-06-22 03:06:56+00:00,48.39606,-4.89281,2010-13_B19_T0001,1,13.7773,34.8796,0.0153,0.0159,7.0,12,6.0763,8.0335,9,3,9,3,1.5184,1.0,211,200
B19,2010-06-22 03:16:56+00:00,48.39496,-4.89456,2010-13_B19_T0001,1,13.7773,34.8796,0.0153,0.0159,2.0,11,5.989,7.8926,9,2,9,2,1.4216,1.0,211,200
B19,2010-06-22 03:27:16+00:00,48.39478,-4.89494,2010-13_B19_T0001,1,13.7773,34.8796,0.0153,0.0159,2.0,12,5.977,7.8125,10,2,10,2,1.5666,1.0,211,200
B19,2010-06-22 03:49:32+00:00,48.39555,-4.89384,2010-13_B19_T0001,1,13.7773,34.8796,0.0153,0.0159,2.0,12,4.9891,7.2299,9,3,9,3,1.6993,1.0,211,200
B19,2010-06-22 04:13:40+00:00,48.39695,-4.8919,2010-13_B19_T0001,1,13.7773,34.8796,0.0153,0.0159,7.0,15,3.5002,6.6008,9,6,9,6,2.4572,1.0,211,200
B19,2010-06-22 04:33:40+00:00,48.39477,-4.89589,2010-13_B19_T0001,1,13.7773,34.8796,0.0153,0.0159,4.0,15,3.352,6.0414,8,7,8,7,2.781,1.0,211,200
B19,2010-06-22 05:29:04+00:00,48.39504,-4.89583,2010-13_B19_T0001,1,13.7773,34.8796,0.0153,0.0159,2.0,11,3.3685,5.8889,5,6,5,6,2.1645,1.0,211,200
B19,2010-06-22 05:39:04+00:00,48.39501,-4.8957,2010-13_B19_T0001,1,13.7773,34.8796,0.0153,0.0159,2.0,10,3.3594,5.7505,4,6,4,6,2.0295,1.0,211,200
B19,2010-06-22 07:19:04+00:00,48.39511,-4.89559,2010-13_B19_T0001,1,13.7773,34.8796,0.0153,0.0159,2.0,2,3.3024,6.1594,1,1,1,1,0.4137,1.0,211,200
B19,2010-06-22 08:33:28+00:00,48.39447,-4.89548,2010-13_B19_T0001,1,13.7773,34.8796,0.0153,0.0159,2.0,6,8.9232,8.9396,6,0,6,0,0.6712,1.0,211,200
B19,2010-06-22 08:45:04+00:00,48.39424,-4.89518,2010-13_B19_T0001,1,13.7773,34.8796,0.0153,0.0159,2.0,8,3.3657,8.2133,7,1,7,1,1.0831,1.0,211,200
B19,2010-06-22 08:55:16+00:00,48.39423,-4.89536,2010-13_B19_T0001,1,13.7773,34.8796,0.0153,0.0159,2.0,8,3.3743,8.2187,7,1,7,1,1.0819,1.0,211,200
B19,2010-06-22 09:05:16+00:00,48.39437,-4.89536,2010-13_B19_T0001,1,13.7773,34.8796,0.0153,0.0159,2.0,9,3.3853,8.3006,8,1,8,1,1.1928,1.0,211,200
B19,2010-06-22 09:15:40+00:00,48.39439,-4.896,2010-13_B19_T0001,1,13.7773,34.8796,0.0153,0.0159,4.0,10,3.4206,8.2583,9,1,9,1,1.318,1.0,211,200
B19,2010-06-22 09:25:40+00:00,48.3945,-4.89608,2010-13_B19_T0001,1,13.7773,34.8796,0.0153,0.0159,4.0,9,3.4334,8.1933,8,1,8,1,1.204,1.0,211,200
B19,2010-06-22 09:35:40+00:00,48.39462,-4.89592,2010-13_B19_T0001,1,13.7773,34.8796,0.0153,0.0159,4.0,9,3.4341,7.9602,8,1,8,1,1.2383,1.0,211,200
B19,2010-06-22 10:41:36+00:00,48.39458,-4.89611,2010-13_B19_T0001,1,13.7773,34.8796,0.0153,0.0159,4.0,8,3.4412,6.6349,7,1,7,1,1.2895,1.0,211,200
B19,2010-06-22 10:56:16+00:00,48.39457,-4.89624,2010-13_B19_T0001,1,13.7773,34.8796,0.0153,0.0159,4.0,7,6.5231,7.0948,7,0,7,0,0.9984,1.0,211,200
B19,2010-06-22 11:13:24+00:00,48.39457,-4.89626,2010-13_B19_T0001,1,13.7773,34.8796,0.0153,0.0159,4.0,6,6.5239,6.7953,6,0,6,0,0.8859,1.0,211,200
B19,2010-06-22 11:29:08+00:00,48.39463,-4.89605,2010-13_B19_T0001,1,13.7773,34.8796,0.0153,0.0159,4.0,4,6.5219,6.5631,4,0,4,0,0.6095,1.0,211,200
B19,2010-06-22 11:45:56+00:00,48.39458,-4.89629,2010-13_B19_T0001,1,13.7773,34.8796,0.0153,0.0159,4.0,4,6.4988,6.5551,4,0,4,0,0.6102,1.0,211,200
B19,2010-06-22 12:02:08+00:00,48.39469,-4.89597,2010-13_B19_T0001,1,13.7773,34.8918,-0.0012,0.0031,4.0,3,6.4976,6.529,3,0,3,0,0.4595,1.0,211,200
B19,2010-06-22 12:15:12+00:00,48.39467,-4.89565,2010-13_B19_T0001,1,13.7773,34.8918,-0.0012,0.0031,2.0,3,6.4836,6.515,3,0,3,0,0.4605,1.0,211,200
B19,2010-06-22 12:26:32+00:00,48.39501,-4.89505,2010-13_B19_T0001,1,13.7773,34.8918,-0.0012,0.0031,2.0,4,6.4692,6.5122,4,0,4,0,0.6143,1.0,211,200
